'Constraint';'Template';'Activation';'Target';'Confidence';'Coverage';'Support';'Trace confidence';'Trace coverage';'Trace support';'Marked for exclusion';'Below thresholds';'Redudant';'Conflicting'
'NotChainSuccession(A_ACCEPTED, O_SENT_BACK)';'NotChainSuccession';'[A_ACCEPTED]';'[O_SENT_BACK]';1.000;0.093;0.093;1.000;0.391;0.391;FALSE;FALSE;FALSE;FALSE
'AlternatePrecedence(A_PARTLYSUBMITTED, A_ACCEPTED)';'AlternatePrecedence';'[A_ACCEPTED]';'[A_PARTLYSUBMITTED]';1.000;0.056;0.056;1.000;0.391;0.391;FALSE;FALSE;FALSE;FALSE
'ChainPrecedence(A_PREACCEPTED, A_ACCEPTED)';'ChainPrecedence';'[A_ACCEPTED]';'[A_PREACCEPTED]';1.000;0.056;0.056;1.000;0.391;0.391;FALSE;FALSE;FALSE;FALSE
'AlternatePrecedence(A_SUBMITTED, A_ACCEPTED)';'AlternatePrecedence';'[A_ACCEPTED]';'[A_SUBMITTED]';1.000;0.056;0.056;1.000;0.391;0.391;FALSE;FALSE;FALSE;FALSE
'AtMost1(A_ACTIVATED)';'AtMost1';'';'[A_ACTIVATED]';1.000;0.142;0.142;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'AlternatePrecedence(A_ACCEPTED, A_ACTIVATED)';'AlternatePrecedence';'[A_ACTIVATED]';'[A_ACCEPTED]';1.000;0.024;0.024;1.000;0.172;0.172;FALSE;FALSE;FALSE;FALSE
'NotSuccession(A_ACTIVATED, A_ACCEPTED)';'NotSuccession';'[A_ACTIVATED]';'[A_ACCEPTED]';1.000;0.080;0.080;0.439;0.391;0.172;FALSE;FALSE;FALSE;FALSE
'CoExistence(A_ACTIVATED, A_APPROVED)';'CoExistence';'[A_ACTIVATED]';'[A_APPROVED]';1.000;0.049;0.049;1.000;0.172;0.172;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(A_ACTIVATED, A_CANCELLED)';'NotCoExistence';'[A_ACTIVATED]';'[A_CANCELLED]';1.000;0.055;0.055;0.444;0.386;0.172;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(A_ACTIVATED, A_DECLINED)';'NotCoExistence';'[A_ACTIVATED]';'[A_DECLINED]';1.000;0.107;0.107;0.227;0.755;0.172;FALSE;FALSE;FALSE;FALSE
'NotSuccession(A_ACTIVATED, A_FINALIZED)';'NotSuccession';'[A_ACTIVATED]';'[A_FINALIZED]';1.000;0.079;0.079;0.448;0.383;0.172;FALSE;FALSE;FALSE;FALSE
'NotSuccession(A_ACTIVATED, A_PARTLYSUBMITTED)';'NotSuccession';'[A_ACTIVATED]';'[A_PARTLYSUBMITTED]';1.000;0.166;0.166;0.172;1.000;0.172;FALSE;FALSE;FALSE;FALSE
'NotSuccession(A_ACTIVATED, A_PREACCEPTED)';'NotSuccession';'[A_ACTIVATED]';'[A_PREACCEPTED]';1.000;0.104;0.104;0.305;0.563;0.172;FALSE;FALSE;FALSE;FALSE
'CoExistence(A_ACTIVATED, A_REGISTERED)';'CoExistence';'[A_ACTIVATED]';'[A_REGISTERED]';1.000;0.049;0.049;1.000;0.172;0.172;FALSE;FALSE;FALSE;FALSE
'NotSuccession(A_ACTIVATED, A_SUBMITTED)';'NotSuccession';'[A_ACTIVATED]';'[A_SUBMITTED]';1.000;0.166;0.166;0.172;1.000;0.172;FALSE;FALSE;FALSE;FALSE
'CoExistence(A_ACTIVATED, O_ACCEPTED)';'CoExistence';'[A_ACTIVATED]';'[O_ACCEPTED]';0.999;0.049;0.049;0.999;0.172;0.171;FALSE;FALSE;FALSE;FALSE
'NotSuccession(A_ACTIVATED, O_CANCELLED)';'NotSuccession';'[A_ACTIVATED]';'[O_CANCELLED]';1.000;0.064;0.064;0.535;0.321;0.172;FALSE;FALSE;FALSE;FALSE
'NotSuccession(A_ACTIVATED, O_CREATED)';'NotSuccession';'[A_ACTIVATED]';'[O_CREATED]';1.000;0.101;0.101;0.448;0.383;0.172;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(A_ACTIVATED, O_DECLINED)';'NotCoExistence';'[A_ACTIVATED]';'[O_DECLINED]';1.000;0.033;0.033;0.737;0.233;0.172;FALSE;FALSE;FALSE;FALSE
'NotSuccession(A_ACTIVATED, O_SELECTED)';'NotSuccession';'[A_ACTIVATED]';'[O_SELECTED]';1.000;0.101;0.101;0.448;0.383;0.172;FALSE;FALSE;FALSE;FALSE
'NotSuccession(A_ACTIVATED, O_SENT)';'NotSuccession';'[A_ACTIVATED]';'[O_SENT]';1.000;0.101;0.101;0.448;0.383;0.172;FALSE;FALSE;FALSE;FALSE
'NotSuccession(A_ACTIVATED, O_SENT_BACK)';'NotSuccession';'[A_ACTIVATED]';'[O_SENT_BACK]';1.000;0.062;0.062;0.690;0.249;0.172;FALSE;FALSE;FALSE;FALSE
'AlternatePrecedence(A_FINALIZED, A_ACTIVATED)';'AlternatePrecedence';'[A_ACTIVATED]';'[A_FINALIZED]';1.000;0.024;0.024;1.000;0.172;0.172;FALSE;FALSE;FALSE;FALSE
'AlternatePrecedence(A_PARTLYSUBMITTED, A_ACTIVATED)';'AlternatePrecedence';'[A_ACTIVATED]';'[A_PARTLYSUBMITTED]';1.000;0.024;0.024;1.000;0.172;0.172;FALSE;FALSE;FALSE;FALSE
'AlternatePrecedence(A_PREACCEPTED, A_ACTIVATED)';'AlternatePrecedence';'[A_ACTIVATED]';'[A_PREACCEPTED]';1.000;0.024;0.024;1.000;0.172;0.172;FALSE;FALSE;FALSE;FALSE
'AlternatePrecedence(A_SUBMITTED, A_ACTIVATED)';'AlternatePrecedence';'[A_ACTIVATED]';'[A_SUBMITTED]';1.000;0.024;0.024;1.000;0.172;0.172;FALSE;FALSE;FALSE;FALSE
'AlternatePrecedence(O_CREATED, A_ACTIVATED)';'AlternatePrecedence';'[A_ACTIVATED]';'[O_CREATED]';1.000;0.024;0.024;1.000;0.172;0.172;FALSE;FALSE;FALSE;FALSE
'AlternatePrecedence(O_SELECTED, A_ACTIVATED)';'AlternatePrecedence';'[A_ACTIVATED]';'[O_SELECTED]';1.000;0.024;0.024;1.000;0.172;0.172;FALSE;FALSE;FALSE;FALSE
'AlternatePrecedence(O_SENT, A_ACTIVATED)';'AlternatePrecedence';'[A_ACTIVATED]';'[O_SENT]';1.000;0.024;0.024;1.000;0.172;0.172;FALSE;FALSE;FALSE;FALSE
'AlternatePrecedence(O_SENT_BACK, A_ACTIVATED)';'AlternatePrecedence';'[A_ACTIVATED]';'[O_SENT_BACK]';1.000;0.024;0.024;1.000;0.172;0.172;FALSE;FALSE;FALSE;FALSE
'AtMost1(A_APPROVED)';'AtMost1';'';'[A_APPROVED]';1.000;0.142;0.142;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'AlternatePrecedence(A_ACCEPTED, A_APPROVED)';'AlternatePrecedence';'[A_APPROVED]';'[A_ACCEPTED]';1.000;0.024;0.024;1.000;0.172;0.172;FALSE;FALSE;FALSE;FALSE
'NotSuccession(A_APPROVED, A_ACCEPTED)';'NotSuccession';'[A_APPROVED]';'[A_ACCEPTED]';1.000;0.080;0.080;0.439;0.391;0.172;FALSE;FALSE;FALSE;FALSE
'CoExistence(A_APPROVED, A_ACTIVATED)';'CoExistence';'[A_APPROVED]';'[A_ACTIVATED]';1.000;0.049;0.049;1.000;0.172;0.172;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(A_APPROVED, A_CANCELLED)';'NotCoExistence';'[A_APPROVED]';'[A_CANCELLED]';1.000;0.055;0.055;0.444;0.386;0.172;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(A_APPROVED, A_DECLINED)';'NotCoExistence';'[A_APPROVED]';'[A_DECLINED]';1.000;0.107;0.107;0.227;0.755;0.172;FALSE;FALSE;FALSE;FALSE
'NotSuccession(A_APPROVED, A_FINALIZED)';'NotSuccession';'[A_APPROVED]';'[A_FINALIZED]';1.000;0.079;0.079;0.448;0.383;0.172;FALSE;FALSE;FALSE;FALSE
'NotSuccession(A_APPROVED, A_PARTLYSUBMITTED)';'NotSuccession';'[A_APPROVED]';'[A_PARTLYSUBMITTED]';1.000;0.166;0.166;0.172;1.000;0.172;FALSE;FALSE;FALSE;FALSE
'NotSuccession(A_APPROVED, A_PREACCEPTED)';'NotSuccession';'[A_APPROVED]';'[A_PREACCEPTED]';1.000;0.104;0.104;0.305;0.563;0.172;FALSE;FALSE;FALSE;FALSE
'CoExistence(A_APPROVED, A_REGISTERED)';'CoExistence';'[A_APPROVED]';'[A_REGISTERED]';1.000;0.049;0.049;1.000;0.172;0.172;FALSE;FALSE;FALSE;FALSE
'NotSuccession(A_APPROVED, A_SUBMITTED)';'NotSuccession';'[A_APPROVED]';'[A_SUBMITTED]';1.000;0.166;0.166;0.172;1.000;0.172;FALSE;FALSE;FALSE;FALSE
'CoExistence(A_APPROVED, O_ACCEPTED)';'CoExistence';'[A_APPROVED]';'[O_ACCEPTED]';0.999;0.049;0.049;0.999;0.172;0.171;FALSE;FALSE;FALSE;FALSE
'NotSuccession(A_APPROVED, O_CANCELLED)';'NotSuccession';'[A_APPROVED]';'[O_CANCELLED]';1.000;0.064;0.064;0.535;0.321;0.172;FALSE;FALSE;FALSE;FALSE
'NotSuccession(A_APPROVED, O_CREATED)';'NotSuccession';'[A_APPROVED]';'[O_CREATED]';1.000;0.101;0.101;0.448;0.383;0.172;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(A_APPROVED, O_DECLINED)';'NotCoExistence';'[A_APPROVED]';'[O_DECLINED]';1.000;0.033;0.033;0.737;0.233;0.172;FALSE;FALSE;FALSE;FALSE
'NotSuccession(A_APPROVED, O_SELECTED)';'NotSuccession';'[A_APPROVED]';'[O_SELECTED]';1.000;0.101;0.101;0.448;0.383;0.172;FALSE;FALSE;FALSE;FALSE
'NotSuccession(A_APPROVED, O_SENT)';'NotSuccession';'[A_APPROVED]';'[O_SENT]';1.000;0.101;0.101;0.448;0.383;0.172;FALSE;FALSE;FALSE;FALSE
'NotSuccession(A_APPROVED, O_SENT_BACK)';'NotSuccession';'[A_APPROVED]';'[O_SENT_BACK]';1.000;0.062;0.062;0.690;0.249;0.172;FALSE;FALSE;FALSE;FALSE
'AlternatePrecedence(A_FINALIZED, A_APPROVED)';'AlternatePrecedence';'[A_APPROVED]';'[A_FINALIZED]';1.000;0.024;0.024;1.000;0.172;0.172;FALSE;FALSE;FALSE;FALSE
'AlternatePrecedence(A_PARTLYSUBMITTED, A_APPROVED)';'AlternatePrecedence';'[A_APPROVED]';'[A_PARTLYSUBMITTED]';1.000;0.024;0.024;1.000;0.172;0.172;FALSE;FALSE;FALSE;FALSE
'AlternatePrecedence(A_PREACCEPTED, A_APPROVED)';'AlternatePrecedence';'[A_APPROVED]';'[A_PREACCEPTED]';1.000;0.024;0.024;1.000;0.172;0.172;FALSE;FALSE;FALSE;FALSE
'AlternatePrecedence(A_SUBMITTED, A_APPROVED)';'AlternatePrecedence';'[A_APPROVED]';'[A_SUBMITTED]';1.000;0.024;0.024;1.000;0.172;0.172;FALSE;FALSE;FALSE;FALSE
'AlternatePrecedence(O_CREATED, A_APPROVED)';'AlternatePrecedence';'[A_APPROVED]';'[O_CREATED]';1.000;0.024;0.024;1.000;0.172;0.172;FALSE;FALSE;FALSE;FALSE
'AlternatePrecedence(O_SELECTED, A_APPROVED)';'AlternatePrecedence';'[A_APPROVED]';'[O_SELECTED]';1.000;0.024;0.024;1.000;0.172;0.172;FALSE;FALSE;FALSE;FALSE
'AlternatePrecedence(O_SENT, A_APPROVED)';'AlternatePrecedence';'[A_APPROVED]';'[O_SENT]';1.000;0.024;0.024;1.000;0.172;0.172;FALSE;FALSE;FALSE;FALSE
'AlternatePrecedence(O_SENT_BACK, A_APPROVED)';'AlternatePrecedence';'[A_APPROVED]';'[O_SENT_BACK]';1.000;0.024;0.024;1.000;0.172;0.172;FALSE;FALSE;FALSE;FALSE
'AtMost1(A_CANCELLED)';'AtMost1';'';'[A_CANCELLED]';1.000;0.142;0.142;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'NotSuccession(A_CANCELLED, A_ACCEPTED)';'NotSuccession';'[A_CANCELLED]';'[A_ACCEPTED]';1.000;0.086;0.086;0.452;0.475;0.214;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(A_CANCELLED, A_ACTIVATED)';'NotCoExistence';'[A_CANCELLED]';'[A_ACTIVATED]';1.000;0.055;0.055;0.556;0.386;0.214;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(A_CANCELLED, A_APPROVED)';'NotCoExistence';'[A_CANCELLED]';'[A_APPROVED]';1.000;0.055;0.055;0.556;0.386;0.214;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(A_CANCELLED, A_DECLINED)';'NotCoExistence';'[A_CANCELLED]';'[A_DECLINED]';1.000;0.113;0.113;0.269;0.798;0.214;FALSE;FALSE;FALSE;FALSE
'NotSuccession(A_CANCELLED, A_FINALIZED)';'NotSuccession';'[A_CANCELLED]';'[A_FINALIZED]';1.000;0.085;0.085;0.454;0.472;0.214;FALSE;FALSE;FALSE;FALSE
'NotSuccession(A_CANCELLED, A_PARTLYSUBMITTED)';'NotSuccession';'[A_CANCELLED]';'[A_PARTLYSUBMITTED]';1.000;0.173;0.173;0.214;1.000;0.214;FALSE;FALSE;FALSE;FALSE
'NotSuccession(A_CANCELLED, A_PREACCEPTED)';'NotSuccession';'[A_CANCELLED]';'[A_PREACCEPTED]';1.000;0.110;0.110;0.381;0.563;0.214;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(A_CANCELLED, A_REGISTERED)';'NotCoExistence';'[A_CANCELLED]';'[A_REGISTERED]';1.000;0.055;0.055;0.556;0.386;0.214;FALSE;FALSE;FALSE;FALSE
'NotSuccession(A_CANCELLED, A_SUBMITTED)';'NotSuccession';'[A_CANCELLED]';'[A_SUBMITTED]';1.000;0.173;0.173;0.214;1.000;0.214;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(A_CANCELLED, O_ACCEPTED)';'NotCoExistence';'[A_CANCELLED]';'[O_ACCEPTED]';1.000;0.055;0.055;0.556;0.386;0.214;FALSE;FALSE;FALSE;FALSE
'NotSuccession(A_CANCELLED, O_CREATED)';'NotSuccession';'[A_CANCELLED]';'[O_CREATED]';1.000;0.107;0.107;0.454;0.472;0.214;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(A_CANCELLED, O_DECLINED)';'NotCoExistence';'[A_CANCELLED]';'[O_DECLINED]';1.000;0.039;0.039;0.778;0.276;0.214;FALSE;FALSE;FALSE;FALSE
'NotSuccession(A_CANCELLED, O_SELECTED)';'NotSuccession';'[A_CANCELLED]';'[O_SELECTED]';1.000;0.107;0.107;0.454;0.472;0.214;FALSE;FALSE;FALSE;FALSE
'NotSuccession(A_CANCELLED, O_SENT)';'NotSuccession';'[A_CANCELLED]';'[O_SENT]';1.000;0.107;0.107;0.454;0.472;0.214;FALSE;FALSE;FALSE;FALSE
'NotSuccession(A_CANCELLED, O_SENT_BACK)';'NotSuccession';'[A_CANCELLED]';'[O_SENT_BACK]';1.000;0.068;0.068;0.476;0.451;0.214;FALSE;FALSE;FALSE;FALSE
'AlternatePrecedence(A_PARTLYSUBMITTED, A_CANCELLED)';'AlternatePrecedence';'[A_CANCELLED]';'[A_PARTLYSUBMITTED]';1.000;0.030;0.030;1.000;0.214;0.214;FALSE;FALSE;FALSE;FALSE
'AlternatePrecedence(A_PREACCEPTED, A_CANCELLED)';'AlternatePrecedence';'[A_CANCELLED]';'[A_PREACCEPTED]';1.000;0.030;0.030;1.000;0.214;0.214;FALSE;FALSE;FALSE;FALSE
'AlternatePrecedence(A_SUBMITTED, A_CANCELLED)';'AlternatePrecedence';'[A_CANCELLED]';'[A_SUBMITTED]';1.000;0.030;0.030;1.000;0.214;0.214;FALSE;FALSE;FALSE;FALSE
'AtMost1(A_DECLINED)';'AtMost1';'';'[A_DECLINED]';1.000;0.142;0.142;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'NotSuccession(A_DECLINED, A_ACCEPTED)';'NotSuccession';'[A_DECLINED]';'[A_ACCEPTED]';1.000;0.138;0.138;0.641;0.911;0.583;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(A_DECLINED, A_ACTIVATED)';'NotCoExistence';'[A_DECLINED]';'[A_ACTIVATED]';1.000;0.107;0.107;0.773;0.755;0.583;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(A_DECLINED, A_APPROVED)';'NotCoExistence';'[A_DECLINED]';'[A_APPROVED]';1.000;0.107;0.107;0.773;0.755;0.583;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(A_DECLINED, A_CANCELLED)';'NotCoExistence';'[A_DECLINED]';'[A_CANCELLED]';1.000;0.113;0.113;0.731;0.798;0.583;FALSE;FALSE;FALSE;FALSE
'NotSuccession(A_DECLINED, A_FINALIZED)';'NotSuccession';'[A_DECLINED]';'[A_FINALIZED]';1.000;0.137;0.137;0.644;0.905;0.583;FALSE;FALSE;FALSE;FALSE
'NotSuccession(A_DECLINED, A_PARTLYSUBMITTED)';'NotSuccession';'[A_DECLINED]';'[A_PARTLYSUBMITTED]';1.000;0.225;0.225;0.583;1.000;0.583;FALSE;FALSE;FALSE;FALSE
'NotSuccession(A_DECLINED, A_PREACCEPTED)';'NotSuccession';'[A_DECLINED]';'[A_PREACCEPTED]';1.000;0.163;0.163;0.583;1.000;0.583;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(A_DECLINED, A_REGISTERED)';'NotCoExistence';'[A_DECLINED]';'[A_REGISTERED]';1.000;0.107;0.107;0.773;0.755;0.583;FALSE;FALSE;FALSE;FALSE
'NotSuccession(A_DECLINED, A_SUBMITTED)';'NotSuccession';'[A_DECLINED]';'[A_SUBMITTED]';1.000;0.225;0.225;0.583;1.000;0.583;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(A_DECLINED, O_ACCEPTED)';'NotCoExistence';'[A_DECLINED]';'[O_ACCEPTED]';1.000;0.107;0.107;0.773;0.755;0.583;FALSE;FALSE;FALSE;FALSE
'NotSuccession(A_DECLINED, O_CANCELLED)';'NotSuccession';'[A_DECLINED]';'[O_CANCELLED]';1.000;0.123;0.123;0.756;0.772;0.583;FALSE;FALSE;FALSE;FALSE
'NotSuccession(A_DECLINED, O_CREATED)';'NotSuccession';'[A_DECLINED]';'[O_CREATED]';1.000;0.159;0.159;0.644;0.905;0.583;FALSE;FALSE;FALSE;FALSE
'NotSuccession(A_DECLINED, O_SELECTED)';'NotSuccession';'[A_DECLINED]';'[O_SELECTED]';1.000;0.159;0.159;0.644;0.905;0.583;FALSE;FALSE;FALSE;FALSE
'NotSuccession(A_DECLINED, O_SENT)';'NotSuccession';'[A_DECLINED]';'[O_SENT]';1.000;0.159;0.159;0.644;0.905;0.583;FALSE;FALSE;FALSE;FALSE
'NotSuccession(A_DECLINED, O_SENT_BACK)';'NotSuccession';'[A_DECLINED]';'[O_SENT_BACK]';1.000;0.120;0.120;0.753;0.774;0.583;FALSE;FALSE;FALSE;FALSE
'AlternatePrecedence(A_PARTLYSUBMITTED, A_DECLINED)';'AlternatePrecedence';'[A_DECLINED]';'[A_PARTLYSUBMITTED]';1.000;0.083;0.083;1.000;0.583;0.583;FALSE;FALSE;FALSE;FALSE
'AlternatePrecedence(A_SUBMITTED, A_DECLINED)';'AlternatePrecedence';'[A_DECLINED]';'[A_SUBMITTED]';1.000;0.083;0.083;1.000;0.583;0.583;FALSE;FALSE;FALSE;FALSE
'AtMost1(A_FINALIZED)';'AtMost1';'';'[A_FINALIZED]';1.000;0.142;0.142;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'CoExistence(A_FINALIZED, A_ACCEPTED)';'CoExistence';'[A_FINALIZED]';'[A_ACCEPTED]';0.990;0.110;0.109;0.981;0.391;0.383;FALSE;FALSE;FALSE;FALSE
'NotSuccession(A_FINALIZED, A_ACCEPTED)';'NotSuccession';'[A_FINALIZED]';'[A_ACCEPTED]';1.000;0.110;0.110;0.981;0.391;0.383;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(A_FINALIZED, A_ACTIVATED)';'NotChainSuccession';'[A_FINALIZED]';'[A_ACTIVATED]';1.000;0.079;0.079;1.000;0.383;0.383;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(A_FINALIZED, A_APPROVED)';'NotChainSuccession';'[A_FINALIZED]';'[A_APPROVED]';1.000;0.079;0.079;1.000;0.383;0.383;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(A_FINALIZED, A_CANCELLED)';'NotChainSuccession';'[A_FINALIZED]';'[A_CANCELLED]';1.000;0.085;0.085;0.811;0.472;0.383;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(A_FINALIZED, A_DECLINED)';'NotChainSuccession';'[A_FINALIZED]';'[A_DECLINED]';1.000;0.137;0.137;0.423;0.905;0.383;FALSE;FALSE;FALSE;FALSE
'NotSuccession(A_FINALIZED, A_PARTLYSUBMITTED)';'NotSuccession';'[A_FINALIZED]';'[A_PARTLYSUBMITTED]';1.000;0.197;0.197;0.383;1.000;0.383;FALSE;FALSE;FALSE;FALSE
'NotSuccession(A_FINALIZED, A_PREACCEPTED)';'NotSuccession';'[A_FINALIZED]';'[A_PREACCEPTED]';1.000;0.134;0.134;0.681;0.563;0.383;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(A_FINALIZED, A_REGISTERED)';'NotChainSuccession';'[A_FINALIZED]';'[A_REGISTERED]';1.000;0.079;0.079;1.000;0.383;0.383;FALSE;FALSE;FALSE;FALSE
'NotSuccession(A_FINALIZED, A_SUBMITTED)';'NotSuccession';'[A_FINALIZED]';'[A_SUBMITTED]';1.000;0.197;0.197;0.383;1.000;0.383;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(A_FINALIZED, O_ACCEPTED)';'NotChainSuccession';'[A_FINALIZED]';'[O_ACCEPTED]';1.000;0.079;0.079;1.000;0.383;0.383;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(A_FINALIZED, O_CANCELLED)';'NotChainSuccession';'[A_FINALIZED]';'[O_CANCELLED]';1.000;0.094;0.094;1.000;0.383;0.383;FALSE;FALSE;FALSE;FALSE
'AlternateResponse(A_FINALIZED, O_CREATED)';'AlternateResponse';'[A_FINALIZED]';'[O_CREATED]';1.000;0.054;0.054;1.000;0.383;0.383;FALSE;FALSE;FALSE;FALSE
'Succession(A_FINALIZED, O_CREATED)';'Succession';'[A_FINALIZED]';'[O_CREATED]';1.000;0.131;0.131;1.000;0.383;0.383;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(A_FINALIZED, O_DECLINED)';'NotChainSuccession';'[A_FINALIZED]';'[O_DECLINED]';1.000;0.063;0.063;1.000;0.383;0.383;FALSE;FALSE;FALSE;FALSE
'CoExistence(A_FINALIZED, O_SELECTED)';'CoExistence';'[A_FINALIZED]';'[O_SELECTED]';1.000;0.131;0.131;1.000;0.383;0.383;FALSE;FALSE;FALSE;FALSE
'AlternateResponse(A_FINALIZED, O_SENT)';'AlternateResponse';'[A_FINALIZED]';'[O_SENT]';1.000;0.054;0.054;1.000;0.383;0.383;FALSE;FALSE;FALSE;FALSE
'Succession(A_FINALIZED, O_SENT)';'Succession';'[A_FINALIZED]';'[O_SENT]';1.000;0.131;0.131;1.000;0.383;0.383;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(A_FINALIZED, O_SENT)';'NotChainSuccession';'[A_FINALIZED]';'[O_SENT]';1.000;0.131;0.131;1.000;0.383;0.383;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(A_FINALIZED, O_SENT_BACK)';'NotChainSuccession';'[A_FINALIZED]';'[O_SENT_BACK]';1.000;0.092;0.092;1.000;0.383;0.383;FALSE;FALSE;FALSE;FALSE
'AlternatePrecedence(A_PARTLYSUBMITTED, A_FINALIZED)';'AlternatePrecedence';'[A_FINALIZED]';'[A_PARTLYSUBMITTED]';1.000;0.054;0.054;1.000;0.383;0.383;FALSE;FALSE;FALSE;FALSE
