'Constraint';'Template';'Activation';'Target';'Confidence';'Coverage';'Support';'Trace confidence';'Trace coverage';'Trace support';'Marked for exclusion';'Below thresholds';'Redudant';'Conflicting'
'NotSuccession(Declaration APPROVED by ADMINISTRATION, Permit APPROVED by PRE_APPROVER)';'NotSuccession';'[Declaration APPROVED by ADMINISTRATION]';'[Permit APPROVED by PRE_APPROVER]';1.000;0.077;0.077;0.910;0.838;0.763;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Declaration APPROVED by ADMINISTRATION, Permit APPROVED by SUPERVISOR)';'NotSuccession';'[Declaration APPROVED by ADMINISTRATION]';'[Permit APPROVED by SUPERVISOR]';1.000;0.079;0.079;0.965;0.791;0.763;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Declaration APPROVED by ADMINISTRATION, Permit FINAL_APPROVED by DIRECTOR)';'NotSuccession';'[Declaration APPROVED by ADMINISTRATION]';'[Permit FINAL_APPROVED by DIRECTOR]';1.000;0.079;0.079;0.965;0.791;0.763;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Declaration APPROVED by ADMINISTRATION, Permit FINAL_APPROVED by SUPERVISOR)';'NotSuccession';'[Declaration APPROVED by ADMINISTRATION]';'[Permit FINAL_APPROVED by SUPERVISOR]';1.000;0.144;0.144;0.810;0.942;0.763;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Declaration APPROVED by ADMINISTRATION, Permit REJECTED by ADMINISTRATION)';'NotSuccession';'[Declaration APPROVED by ADMINISTRATION]';'[Permit REJECTED by ADMINISTRATION]';1.000;0.071;0.071;1.000;0.763;0.763;FALSE;FALSE;FALSE;FALSE
'NotRespondedExistence(Declaration APPROVED by ADMINISTRATION, Permit REJECTED by BUDGET OWNER)';'NotRespondedExistence';'[Declaration APPROVED by ADMINISTRATION]';'[Permit REJECTED by BUDGET OWNER]';0.994;0.070;0.069;0.994;0.763;0.758;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Declaration APPROVED by ADMINISTRATION, Permit REJECTED by BUDGET OWNER)';'NotSuccession';'[Declaration APPROVED by ADMINISTRATION]';'[Permit REJECTED by BUDGET OWNER]';1.000;0.070;0.070;1.000;0.763;0.763;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(Declaration APPROVED by ADMINISTRATION, Permit REJECTED by DIRECTOR)';'NotCoExistence';'[Declaration APPROVED by ADMINISTRATION]';'[Permit REJECTED by DIRECTOR]';1.000;0.070;0.070;1.000;0.763;0.763;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Declaration APPROVED by ADMINISTRATION, Permit REJECTED by EMPLOYEE)';'NotSuccession';'[Declaration APPROVED by ADMINISTRATION]';'[Permit REJECTED by EMPLOYEE]';1.000;0.073;0.073;0.991;0.770;0.763;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(Declaration APPROVED by ADMINISTRATION, Permit REJECTED by MISSING)';'NotCoExistence';'[Declaration APPROVED by ADMINISTRATION]';'[Permit REJECTED by MISSING]';1.000;0.070;0.070;0.992;0.769;0.763;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(Declaration APPROVED by ADMINISTRATION, Permit REJECTED by PRE_APPROVER)';'NotCoExistence';'[Declaration APPROVED by ADMINISTRATION]';'[Permit REJECTED by PRE_APPROVER]';1.000;0.070;0.070;0.995;0.766;0.763;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Declaration APPROVED by ADMINISTRATION, Permit REJECTED by SUPERVISOR)';'NotSuccession';'[Declaration APPROVED by ADMINISTRATION]';'[Permit REJECTED by SUPERVISOR]';1.000;0.071;0.071;0.996;0.766;0.763;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Declaration APPROVED by ADMINISTRATION, Permit SUBMITTED by EMPLOYEE)';'NotSuccession';'[Declaration APPROVED by ADMINISTRATION]';'[Permit SUBMITTED by EMPLOYEE]';1.000;0.157;0.157;0.787;0.969;0.763;FALSE;FALSE;FALSE;FALSE
'Response(Declaration APPROVED by ADMINISTRATION, Request Payment)';'Response';'[Declaration APPROVED by ADMINISTRATION]';'[Request Payment]';0.995;0.070;0.069;0.995;0.763;0.759;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(Declaration APPROVED by ADMINISTRATION, Request Payment)';'NotChainSuccession';'[Declaration APPROVED by ADMINISTRATION]';'[Request Payment]';1.000;0.156;0.156;0.792;0.963;0.763;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Declaration APPROVED by ADMINISTRATION, Send Reminder)';'NotSuccession';'[Declaration APPROVED by ADMINISTRATION]';'[Send Reminder]';0.999;0.076;0.076;0.994;0.767;0.762;FALSE;FALSE;FALSE;FALSE
'RespondedExistence(Declaration APPROVED by ADMINISTRATION, Start trip)';'RespondedExistence';'[Declaration APPROVED by ADMINISTRATION]';'[Start trip]';1.000;0.070;0.070;1.000;0.763;0.763;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(Declaration APPROVED by ADMINISTRATION, Start trip)';'NotChainSuccession';'[Declaration APPROVED by ADMINISTRATION]';'[Start trip]';0.999;0.159;0.159;0.762;1.000;0.762;FALSE;FALSE;FALSE;FALSE
'NotPrecedence(Declaration REJECTED by BUDGET OWNER, Declaration APPROVED by ADMINISTRATION)';'NotPrecedence';'[Declaration APPROVED by ADMINISTRATION]';'[Declaration REJECTED by BUDGET OWNER]';0.993;0.070;0.069;0.993;0.763;0.757;FALSE;FALSE;FALSE;FALSE
'AlternatePrecedence(Declaration SUBMITTED by EMPLOYEE, Declaration APPROVED by ADMINISTRATION)';'AlternatePrecedence';'[Declaration APPROVED by ADMINISTRATION]';'[Declaration SUBMITTED by EMPLOYEE]';1.000;0.070;0.070;1.000;0.763;0.763;FALSE;FALSE;FALSE;FALSE
'NotPrecedence(Permit APPROVED by PRE_APPROVER, Declaration APPROVED by ADMINISTRATION)';'NotPrecedence';'[Declaration APPROVED by ADMINISTRATION]';'[Permit APPROVED by PRE_APPROVER]';0.993;0.070;0.069;0.993;0.763;0.757;FALSE;FALSE;FALSE;FALSE
'NotPrecedence(Permit REJECTED by BUDGET OWNER, Declaration APPROVED by ADMINISTRATION)';'NotPrecedence';'[Declaration APPROVED by ADMINISTRATION]';'[Permit REJECTED by BUDGET OWNER]';0.994;0.070;0.069;0.994;0.763;0.758;FALSE;FALSE;FALSE;FALSE
'AtMost1(Declaration APPROVED by BUDGET OWNER)';'AtMost1';'';'[Declaration APPROVED by BUDGET OWNER]';0.997;0.089;0.089;0.997;1.000;0.997;FALSE;FALSE;FALSE;FALSE
'AlternatePrecedence(Declaration APPROVED by ADMINISTRATION, Declaration APPROVED by BUDGET OWNER)';'AlternatePrecedence';'[Declaration APPROVED by BUDGET OWNER]';'[Declaration APPROVED by ADMINISTRATION]';1.000;0.025;0.025;1.000;0.282;0.282;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Declaration APPROVED by BUDGET OWNER, Declaration APPROVED by ADMINISTRATION)';'NotSuccession';'[Declaration APPROVED by BUDGET OWNER]';'[Declaration APPROVED by ADMINISTRATION]';0.994;0.095;0.095;0.369;0.763;0.282;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(Declaration APPROVED by BUDGET OWNER, Declaration APPROVED by PRE_APPROVER)';'NotCoExistence';'[Declaration APPROVED by BUDGET OWNER]';'[Declaration APPROVED by PRE_APPROVER]';1.000;0.034;0.034;0.765;0.368;0.282;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(Declaration APPROVED by BUDGET OWNER, Declaration FINAL_APPROVED by DIRECTOR)';'NotChainSuccession';'[Declaration APPROVED by BUDGET OWNER]';'[Declaration FINAL_APPROVED by DIRECTOR]';1.000;0.029;0.029;0.904;0.312;0.282;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Declaration APPROVED by BUDGET OWNER, Declaration REJECTED by ADMINISTRATION)';'NotSuccession';'[Declaration APPROVED by BUDGET OWNER]';'[Declaration REJECTED by ADMINISTRATION]';0.999;0.047;0.047;0.694;0.406;0.282;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Declaration APPROVED by BUDGET OWNER, Declaration REJECTED by BUDGET OWNER)';'NotSuccession';'[Declaration APPROVED by BUDGET OWNER]';'[Declaration REJECTED by BUDGET OWNER]';1.000;0.026;0.026;0.993;0.284;0.282;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(Declaration APPROVED by BUDGET OWNER, Declaration REJECTED by DIRECTOR)';'NotCoExistence';'[Declaration APPROVED by BUDGET OWNER]';'[Declaration REJECTED by DIRECTOR]';0.999;0.025;0.025;0.998;0.282;0.282;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(Declaration APPROVED by BUDGET OWNER, Declaration REJECTED by EMPLOYEE)';'NotChainSuccession';'[Declaration APPROVED by BUDGET OWNER]';'[Declaration REJECTED by EMPLOYEE]';1.000;0.050;0.050;0.654;0.431;0.282;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(Declaration APPROVED by BUDGET OWNER, Declaration REJECTED by MISSING)';'NotCoExistence';'[Declaration APPROVED by BUDGET OWNER]';'[Declaration REJECTED by MISSING]';1.000;0.027;0.027;0.949;0.297;0.282;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(Declaration APPROVED by BUDGET OWNER, Declaration REJECTED by PRE_APPROVER)';'NotCoExistence';'[Declaration APPROVED by BUDGET OWNER]';'[Declaration REJECTED by PRE_APPROVER]';1.000;0.027;0.027;0.957;0.294;0.282;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(Declaration APPROVED by BUDGET OWNER, Declaration SAVED by EMPLOYEE)';'NotCoExistence';'[Declaration APPROVED by BUDGET OWNER]';'[Declaration SAVED by EMPLOYEE]';1.000;0.026;0.026;0.960;0.293;0.282;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Declaration APPROVED by BUDGET OWNER, Declaration SUBMITTED by EMPLOYEE)';'NotSuccession';'[Declaration APPROVED by BUDGET OWNER]';'[Declaration SUBMITTED by EMPLOYEE]';0.996;0.138;0.137;0.285;0.989;0.282;FALSE;FALSE;FALSE;FALSE
'RespondedExistence(Declaration APPROVED by BUDGET OWNER, End trip)';'RespondedExistence';'[Declaration APPROVED by BUDGET OWNER]';'[End trip]';1.000;0.025;0.025;1.000;0.282;0.282;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(Declaration APPROVED by BUDGET OWNER, End trip)';'NotChainSuccession';'[Declaration APPROVED by BUDGET OWNER]';'[End trip]';0.998;0.115;0.115;0.281;1.000;0.281;FALSE;FALSE;FALSE;FALSE
'Response(Declaration APPROVED by BUDGET OWNER, Payment Handled)';'Response';'[Declaration APPROVED by BUDGET OWNER]';'[Payment Handled]';0.997;0.025;0.025;0.997;0.282;0.281;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(Declaration APPROVED by BUDGET OWNER, Payment Handled)';'NotChainSuccession';'[Declaration APPROVED by BUDGET OWNER]';'[Payment Handled]';1.000;0.111;0.111;0.293;0.960;0.282;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Declaration APPROVED by BUDGET OWNER, Permit APPROVED by ADMINISTRATION)';'NotSuccession';'[Declaration APPROVED by BUDGET OWNER]';'[Permit APPROVED by ADMINISTRATION]';1.000;0.092;0.092;0.372;0.756;0.282;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Declaration APPROVED by BUDGET OWNER, Permit APPROVED by BUDGET OWNER)';'NotSuccession';'[Declaration APPROVED by BUDGET OWNER]';'[Permit APPROVED by BUDGET OWNER]';1.000;0.050;0.050;0.923;0.305;0.282;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(Declaration APPROVED by BUDGET OWNER, Permit APPROVED by PRE_APPROVER)';'NotCoExistence';'[Declaration APPROVED by BUDGET OWNER]';'[Permit APPROVED by PRE_APPROVER]';0.993;0.033;0.033;0.776;0.362;0.281;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Declaration APPROVED by BUDGET OWNER, Permit APPROVED by SUPERVISOR)';'NotSuccession';'[Declaration APPROVED by BUDGET OWNER]';'[Permit APPROVED by SUPERVISOR]';1.000;0.034;0.034;0.803;0.351;0.282;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Declaration APPROVED by BUDGET OWNER, Permit FINAL_APPROVED by DIRECTOR)';'NotSuccession';'[Declaration APPROVED by BUDGET OWNER]';'[Permit FINAL_APPROVED by DIRECTOR]';1.000;0.034;0.034;0.803;0.351;0.282;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Declaration APPROVED by BUDGET OWNER, Permit FINAL_APPROVED by SUPERVISOR)';'NotSuccession';'[Declaration APPROVED by BUDGET OWNER]';'[Permit FINAL_APPROVED by SUPERVISOR]';1.000;0.100;0.100;0.320;0.880;0.282;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Declaration APPROVED by BUDGET OWNER, Permit REJECTED by ADMINISTRATION)';'NotSuccession';'[Declaration APPROVED by BUDGET OWNER]';'[Permit REJECTED by ADMINISTRATION]';1.000;0.027;0.027;0.977;0.288;0.282;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Declaration APPROVED by BUDGET OWNER, Permit REJECTED by BUDGET OWNER)';'NotSuccession';'[Declaration APPROVED by BUDGET OWNER]';'[Permit REJECTED by BUDGET OWNER]';1.000;0.026;0.026;0.997;0.283;0.282;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(Declaration APPROVED by BUDGET OWNER, Permit REJECTED by DIRECTOR)';'NotCoExistence';'[Declaration APPROVED by BUDGET OWNER]';'[Permit REJECTED by DIRECTOR]';0.999;0.025;0.025;0.999;0.282;0.282;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Declaration APPROVED by BUDGET OWNER, Permit REJECTED by EMPLOYEE)';'NotSuccession';'[Declaration APPROVED by BUDGET OWNER]';'[Permit REJECTED by EMPLOYEE]';1.000;0.029;0.029;0.932;0.302;0.282;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(Declaration APPROVED by BUDGET OWNER, Permit REJECTED by MISSING)';'NotCoExistence';'[Declaration APPROVED by BUDGET OWNER]';'[Permit REJECTED by MISSING]';1.000;0.026;0.026;0.977;0.288;0.282;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(Declaration APPROVED by BUDGET OWNER, Permit REJECTED by PRE_APPROVER)';'NotCoExistence';'[Declaration APPROVED by BUDGET OWNER]';'[Permit REJECTED by PRE_APPROVER]';1.000;0.026;0.026;0.987;0.285;0.282;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Declaration APPROVED by BUDGET OWNER, Permit REJECTED by SUPERVISOR)';'NotSuccession';'[Declaration APPROVED by BUDGET OWNER]';'[Permit REJECTED by SUPERVISOR]';1.000;0.027;0.027;0.967;0.291;0.282;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Declaration APPROVED by BUDGET OWNER, Permit SUBMITTED by EMPLOYEE)';'NotSuccession';'[Declaration APPROVED by BUDGET OWNER]';'[Permit SUBMITTED by EMPLOYEE]';1.000;0.112;0.112;0.297;0.949;0.282;FALSE;FALSE;FALSE;FALSE
'Response(Declaration APPROVED by BUDGET OWNER, Request Payment)';'Response';'[Declaration APPROVED by BUDGET OWNER]';'[Request Payment]';0.995;0.025;0.025;0.996;0.282;0.281;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(Declaration APPROVED by BUDGET OWNER, Request Payment)';'NotChainSuccession';'[Declaration APPROVED by BUDGET OWNER]';'[Request Payment]';1.000;0.111;0.111;0.293;0.960;0.282;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Declaration APPROVED by BUDGET OWNER, Send Reminder)';'NotSuccession';'[Declaration APPROVED by BUDGET OWNER]';'[Send Reminder]';0.999;0.031;0.031;0.872;0.323;0.282;FALSE;FALSE;FALSE;FALSE
'RespondedExistence(Declaration APPROVED by BUDGET OWNER, Start trip)';'RespondedExistence';'[Declaration APPROVED by BUDGET OWNER]';'[Start trip]';1.000;0.025;0.025;1.000;0.282;0.282;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(Declaration APPROVED by BUDGET OWNER, Start trip)';'NotChainSuccession';'[Declaration APPROVED by BUDGET OWNER]';'[Start trip]';0.999;0.115;0.115;0.281;1.000;0.281;FALSE;FALSE;FALSE;FALSE
'AlternatePrecedence(Declaration SUBMITTED by EMPLOYEE, Declaration APPROVED by BUDGET OWNER)';'AlternatePrecedence';'[Declaration APPROVED by BUDGET OWNER]';'[Declaration SUBMITTED by EMPLOYEE]';1.000;0.025;0.025;1.000;0.282;0.282;FALSE;FALSE;FALSE;FALSE
'AtMost1(Declaration APPROVED by PRE_APPROVER)';'AtMost1';'';'[Declaration APPROVED by PRE_APPROVER]';0.992;0.089;0.089;0.992;1.000;0.992;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(Declaration APPROVED by PRE_APPROVER, Declaration APPROVED by ADMINISTRATION)';'NotCoExistence';'[Declaration APPROVED by PRE_APPROVER]';'[Declaration APPROVED by ADMINISTRATION]';0.999;0.078;0.078;0.102;0.849;0.086;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(Declaration APPROVED by PRE_APPROVER, Declaration APPROVED by BUDGET OWNER)';'NotCoExistence';'[Declaration APPROVED by PRE_APPROVER]';'[Declaration APPROVED by BUDGET OWNER]';1.000;0.034;0.034;0.235;0.368;0.087;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(Declaration APPROVED by PRE_APPROVER, Declaration FINAL_APPROVED by DIRECTOR)';'NotChainSuccession';'[Declaration APPROVED by PRE_APPROVER]';'[Declaration FINAL_APPROVED by DIRECTOR]';0.995;0.012;0.012;0.702;0.123;0.086;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(Declaration APPROVED by PRE_APPROVER, Declaration REJECTED by ADMINISTRATION)';'NotCoExistence';'[Declaration APPROVED by PRE_APPROVER]';'[Declaration REJECTED by ADMINISTRATION]';1.000;0.030;0.030;0.302;0.286;0.087;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(Declaration APPROVED by PRE_APPROVER, Declaration REJECTED by BUDGET OWNER)';'NotCoExistence';'[Declaration APPROVED by PRE_APPROVER]';'[Declaration REJECTED by BUDGET OWNER]';1.000;0.009;0.009;0.933;0.093;0.087;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(Declaration APPROVED by PRE_APPROVER, Declaration REJECTED by DIRECTOR)';'NotCoExistence';'[Declaration APPROVED by PRE_APPROVER]';'[Declaration REJECTED by DIRECTOR]';0.994;0.009;0.008;0.993;0.087;0.086;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(Declaration APPROVED by PRE_APPROVER, Declaration REJECTED by EMPLOYEE)';'NotChainSuccession';'[Declaration APPROVED by PRE_APPROVER]';'[Declaration REJECTED by EMPLOYEE]';1.000;0.033;0.033;0.285;0.304;0.087;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(Declaration APPROVED by PRE_APPROVER, Declaration REJECTED by MISSING)';'NotChainSuccession';'[Declaration APPROVED by PRE_APPROVER]';'[Declaration REJECTED by MISSING]';1.000;0.010;0.010;0.924;0.094;0.087;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(Declaration APPROVED by PRE_APPROVER, Declaration REJECTED by PRE_APPROVER)';'NotChainSuccession';'[Declaration APPROVED by PRE_APPROVER]';'[Declaration REJECTED by PRE_APPROVER]';1.000;0.010;0.010;0.977;0.089;0.087;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(Declaration APPROVED by PRE_APPROVER, Declaration SAVED by EMPLOYEE)';'NotCoExistence';'[Declaration APPROVED by PRE_APPROVER]';'[Declaration SAVED by EMPLOYEE]';1.000;0.010;0.010;0.882;0.098;0.087;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(Declaration APPROVED by PRE_APPROVER, Declaration SUBMITTED by EMPLOYEE)';'NotChainSuccession';'[Declaration APPROVED by PRE_APPROVER]';'[Declaration SUBMITTED by EMPLOYEE]';1.000;0.121;0.121;0.088;0.989;0.087;FALSE;FALSE;FALSE;FALSE
'RespondedExistence(Declaration APPROVED by PRE_APPROVER, End trip)';'RespondedExistence';'[Declaration APPROVED by PRE_APPROVER]';'[End trip]';1.000;0.008;0.008;1.000;0.087;0.087;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(Declaration APPROVED by PRE_APPROVER, End trip)';'NotChainSuccession';'[Declaration APPROVED by PRE_APPROVER]';'[End trip]';0.999;0.098;0.098;0.086;1.000;0.086;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(Declaration APPROVED by PRE_APPROVER, Payment Handled)';'NotChainSuccession';'[Declaration APPROVED by PRE_APPROVER]';'[Payment Handled]';1.000;0.094;0.094;0.090;0.961;0.087;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(Declaration APPROVED by PRE_APPROVER, Permit APPROVED by ADMINISTRATION)';'NotCoExistence';'[Declaration APPROVED by PRE_APPROVER]';'[Permit APPROVED by ADMINISTRATION]';1.000;0.076;0.076;0.105;0.821;0.087;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(Declaration APPROVED by PRE_APPROVER, Permit APPROVED by BUDGET OWNER)';'NotCoExistence';'[Declaration APPROVED by PRE_APPROVER]';'[Permit APPROVED by BUDGET OWNER]';1.000;0.033;0.033;0.243;0.357;0.087;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Declaration APPROVED by PRE_APPROVER, Permit APPROVED by PRE_APPROVER)';'NotSuccession';'[Declaration APPROVED by PRE_APPROVER]';'[Permit APPROVED by PRE_APPROVER]';1.000;0.016;0.016;0.886;0.098;0.087;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Declaration APPROVED by PRE_APPROVER, Permit APPROVED by SUPERVISOR)';'NotSuccession';'[Declaration APPROVED by PRE_APPROVER]';'[Permit APPROVED by SUPERVISOR]';1.000;0.017;0.017;0.481;0.180;0.087;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Declaration APPROVED by PRE_APPROVER, Permit FINAL_APPROVED by DIRECTOR)';'NotSuccession';'[Declaration APPROVED by PRE_APPROVER]';'[Permit FINAL_APPROVED by DIRECTOR]';1.000;0.017;0.017;0.481;0.180;0.087;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Declaration APPROVED by PRE_APPROVER, Permit FINAL_APPROVED by SUPERVISOR)';'NotSuccession';'[Declaration APPROVED by PRE_APPROVER]';'[Permit FINAL_APPROVED by SUPERVISOR]';1.000;0.083;0.083;0.102;0.845;0.087;FALSE;FALSE;FALSE;FALSE
