'Constraint';'Template';'Activation';'Target';'Confidence';'Coverage';'Support';'Trace confidence';'Trace coverage';'Trace support';'Marked for exclusion';'Below thresholds';'Redudant';'Conflicting'
'CoExistence(CRP, ER Registration)';'CoExistence';'[CRP]';'[ER Registration]';0.990;0.283;0.281;0.959;1.000;0.959;FALSE;FALSE;FALSE;FALSE
'NotResponse(CRP, ER Registration)';'NotResponse';'[CRP]';'[ER Registration]';0.993;0.214;0.213;0.976;0.959;0.936;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(CRP, ER Registration)';'NotChainSuccession';'[CRP]';'[ER Registration]';0.994;0.283;0.282;0.957;1.000;0.957;FALSE;FALSE;FALSE;FALSE
'RespondedExistence(CRP, ER Sepsis Triage)';'RespondedExistence';'[CRP]';'[ER Sepsis Triage]';0.998;0.214;0.214;0.999;0.959;0.958;FALSE;FALSE;FALSE;FALSE
'CoExistence(CRP, ER Triage)';'CoExistence';'[CRP]';'[ER Triage]';0.990;0.284;0.281;0.959;1.000;0.959;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(CRP, ER Triage)';'NotChainSuccession';'[CRP]';'[ER Triage]';0.993;0.284;0.282;0.951;1.000;0.951;FALSE;FALSE;FALSE;FALSE
'CoExistence(CRP, Leucocytes)';'CoExistence';'[CRP]';'[Leucocytes]';0.999;0.437;0.436;0.993;0.965;0.958;FALSE;FALSE;FALSE;FALSE
'NotChainResponse(CRP, Release B)';'NotChainResponse';'[CRP]';'[Release B]';0.994;0.214;0.213;0.981;0.959;0.941;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(CRP, Release C)';'NotChainSuccession';'[CRP]';'[Release C]';0.992;0.216;0.214;1.000;0.959;0.959;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(CRP, Release D)';'NotChainSuccession';'[CRP]';'[Release D]';0.993;0.216;0.214;1.000;0.959;0.959;FALSE;FALSE;FALSE;FALSE
'NotRespondedExistence(CRP, Release E)';'NotRespondedExistence';'[CRP]';'[Release E]';0.990;0.214;0.212;0.994;0.959;0.953;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(CRP, Release E)';'NotChainSuccession';'[CRP]';'[Release E]';0.998;0.215;0.214;1.000;0.959;0.959;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(CRP, Return ER)';'NotChainSuccession';'[CRP]';'[Return ER]';1.000;0.234;0.234;0.999;0.960;0.959;FALSE;FALSE;FALSE;FALSE
'Precedence(ER Registration, CRP)';'Precedence';'[CRP]';'[ER Registration]';0.993;0.214;0.213;0.976;0.959;0.936;FALSE;FALSE;FALSE;FALSE
'AtLeast1(ER Registration)';'AtLeast1';'';'[ER Registration]';1.000;0.069;0.069;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'AtMost1(ER Registration)';'AtMost1';'';'[ER Registration]';1.000;0.069;0.069;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(ER Registration, Admission IC)';'NotChainSuccession';'[ER Registration]';'[Admission IC]';0.998;0.077;0.077;0.999;1.000;0.999;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(ER Registration, Admission NC)';'NotChainSuccession';'[ER Registration]';'[Admission NC]';1.000;0.147;0.147;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'CoExistence(ER Registration, CRP)';'CoExistence';'[ER Registration]';'[CRP]';0.990;0.283;0.281;0.959;1.000;0.959;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(ER Registration, CRP)';'NotChainSuccession';'[ER Registration]';'[CRP]';0.994;0.283;0.282;0.994;1.000;0.994;FALSE;FALSE;FALSE;FALSE
'AlternateSuccession(ER Registration, ER Sepsis Triage)';'AlternateSuccession';'[ER Registration]';'[ER Sepsis Triage]';0.993;0.138;0.137;0.992;1.000;0.992;FALSE;FALSE;FALSE;FALSE
'AlternateSuccession(ER Registration, ER Triage)';'AlternateSuccession';'[ER Registration]';'[ER Triage]';0.993;0.138;0.137;0.991;1.000;0.991;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(ER Registration, IV Antibiotics)';'NotChainSuccession';'[ER Registration]';'[IV Antibiotics]';1.000;0.123;0.123;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(ER Registration, LacticAcid)';'NotChainSuccession';'[ER Registration]';'[LacticAcid]';0.992;0.165;0.164;0.991;1.000;0.991;FALSE;FALSE;FALSE;FALSE
'CoExistence(ER Registration, Leucocytes)';'CoExistence';'[ER Registration]';'[Leucocytes]';0.991;0.291;0.289;0.964;1.000;0.964;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(ER Registration, Leucocytes)';'NotChainSuccession';'[ER Registration]';'[Leucocytes]';0.991;0.291;0.289;0.992;1.000;0.992;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(ER Registration, Release A)';'NotChainSuccession';'[ER Registration]';'[Release A]';1.000;0.113;0.113;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(ER Registration, Release B)';'NotChainSuccession';'[ER Registration]';'[Release B]';1.000;0.073;0.073;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(ER Registration, Release C)';'NotChainSuccession';'[ER Registration]';'[Release C]';1.000;0.071;0.071;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(ER Registration, Release D)';'NotChainSuccession';'[ER Registration]';'[Release D]';1.000;0.071;0.071;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'NotRespondedExistence(ER Registration, Release E)';'NotRespondedExistence';'[ER Registration]';'[Release E]';0.994;0.069;0.069;0.994;1.000;0.994;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(ER Registration, Release E)';'NotChainSuccession';'[ER Registration]';'[Release E]';1.000;0.069;0.069;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(ER Registration, Return ER)';'NotChainSuccession';'[ER Registration]';'[Return ER]';1.000;0.088;0.088;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'AtLeast1(ER Sepsis Triage)';'AtLeast1';'';'[ER Sepsis Triage]';0.999;0.069;0.069;0.999;1.000;0.999;FALSE;FALSE;FALSE;FALSE
'AtMost1(ER Sepsis Triage)';'AtMost1';'';'[ER Sepsis Triage]';1.000;0.069;0.069;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(ER Sepsis Triage, Admission IC)';'NotChainSuccession';'[ER Sepsis Triage]';'[Admission IC]';0.998;0.077;0.077;0.998;1.000;0.998;FALSE;FALSE;FALSE;FALSE
'CoExistence(ER Sepsis Triage, ER Registration)';'CoExistence';'[ER Sepsis Triage]';'[ER Registration]';1.000;0.138;0.138;0.999;1.000;0.999;FALSE;FALSE;FALSE;FALSE
'NotSuccession(ER Sepsis Triage, ER Registration)';'NotSuccession';'[ER Sepsis Triage]';'[ER Registration]';0.993;0.138;0.137;0.992;1.000;0.992;FALSE;FALSE;FALSE;FALSE
'CoExistence(ER Sepsis Triage, ER Triage)';'CoExistence';'[ER Sepsis Triage]';'[ER Triage]';1.000;0.138;0.138;0.999;1.000;0.999;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(ER Sepsis Triage, ER Triage)';'NotChainSuccession';'[ER Sepsis Triage]';'[ER Triage]';0.995;0.138;0.138;0.994;1.000;0.994;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(ER Sepsis Triage, Release A)';'NotChainSuccession';'[ER Sepsis Triage]';'[Release A]';1.000;0.113;0.113;0.999;1.000;0.999;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(ER Sepsis Triage, Release B)';'NotChainSuccession';'[ER Sepsis Triage]';'[Release B]';1.000;0.073;0.073;1.000;0.999;0.999;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(ER Sepsis Triage, Release C)';'NotChainSuccession';'[ER Sepsis Triage]';'[Release C]';1.000;0.071;0.071;1.000;0.999;0.999;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(ER Sepsis Triage, Release D)';'NotChainSuccession';'[ER Sepsis Triage]';'[Release D]';1.000;0.071;0.071;1.000;0.999;0.999;FALSE;FALSE;FALSE;FALSE
'NotRespondedExistence(ER Sepsis Triage, Release E)';'NotRespondedExistence';'[ER Sepsis Triage]';'[Release E]';0.994;0.069;0.069;0.994;0.999;0.993;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(ER Sepsis Triage, Release E)';'NotChainSuccession';'[ER Sepsis Triage]';'[Release E]';1.000;0.069;0.069;1.000;0.999;0.999;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(ER Sepsis Triage, Return ER)';'NotChainSuccession';'[ER Sepsis Triage]';'[Return ER]';1.000;0.088;0.088;0.999;1.000;0.999;FALSE;FALSE;FALSE;FALSE
'AtLeast1(ER Triage)';'AtLeast1';'';'[ER Triage]';1.000;0.069;0.069;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'AtMost1(ER Triage)';'AtMost1';'';'[ER Triage]';0.997;0.069;0.069;0.997;1.000;0.997;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(ER Triage, Admission IC)';'NotChainSuccession';'[ER Triage]';'[Admission IC]';1.000;0.077;0.077;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(ER Triage, Admission NC)';'NotChainSuccession';'[ER Triage]';'[Admission NC]';1.000;0.147;0.147;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'CoExistence(ER Triage, CRP)';'CoExistence';'[ER Triage]';'[CRP]';0.990;0.284;0.281;0.959;1.000;0.959;FALSE;FALSE;FALSE;FALSE
'CoExistence(ER Triage, ER Registration)';'CoExistence';'[ER Triage]';'[ER Registration]';1.000;0.138;0.138;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'NotSuccession(ER Triage, ER Registration)';'NotSuccession';'[ER Triage]';'[ER Registration]';0.994;0.138;0.137;0.994;1.000;0.994;FALSE;FALSE;FALSE;FALSE
'CoExistence(ER Triage, ER Sepsis Triage)';'CoExistence';'[ER Triage]';'[ER Sepsis Triage]';1.000;0.138;0.138;0.999;1.000;0.999;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(ER Triage, IV Antibiotics)';'NotChainSuccession';'[ER Triage]';'[IV Antibiotics]';0.999;0.123;0.123;0.999;1.000;0.999;FALSE;FALSE;FALSE;FALSE
'CoExistence(ER Triage, Leucocytes)';'CoExistence';'[ER Triage]';'[Leucocytes]';0.991;0.292;0.289;0.964;1.000;0.964;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(ER Triage, Release A)';'NotChainSuccession';'[ER Triage]';'[Release A]';1.000;0.113;0.113;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(ER Triage, Release B)';'NotChainSuccession';'[ER Triage]';'[Release B]';1.000;0.073;0.073;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(ER Triage, Release C)';'NotChainSuccession';'[ER Triage]';'[Release C]';1.000;0.071;0.071;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(ER Triage, Release D)';'NotChainSuccession';'[ER Triage]';'[Release D]';1.000;0.071;0.071;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'NotRespondedExistence(ER Triage, Release E)';'NotRespondedExistence';'[ER Triage]';'[Release E]';0.994;0.069;0.069;0.994;1.000;0.994;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(ER Triage, Release E)';'NotChainSuccession';'[ER Triage]';'[Release E]';1.000;0.070;0.070;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(ER Triage, Return ER)';'NotChainSuccession';'[ER Triage]';'[Return ER]';1.000;0.089;0.089;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'AtMost1(IV Antibiotics)';'AtMost1';'';'[IV Antibiotics]';1.000;0.069;0.069;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'AlternatePrecedence(ER Registration, IV Antibiotics)';'AlternatePrecedence';'[IV Antibiotics]';'[ER Registration]';0.998;0.054;0.054;0.998;0.784;0.782;FALSE;FALSE;FALSE;FALSE
'AlternatePrecedence(ER Sepsis Triage, IV Antibiotics)';'AlternatePrecedence';'[IV Antibiotics]';'[ER Sepsis Triage]';1.000;0.054;0.054;1.000;0.784;0.784;FALSE;FALSE;FALSE;FALSE
'AlternatePrecedence(ER Triage, IV Antibiotics)';'AlternatePrecedence';'[IV Antibiotics]';'[ER Triage]';0.991;0.054;0.054;0.991;0.784;0.777;FALSE;FALSE;FALSE;FALSE
'RespondedExistence(IV Antibiotics, CRP)';'RespondedExistence';'[IV Antibiotics]';'[CRP]';1.000;0.054;0.054;1.000;0.784;0.784;FALSE;FALSE;FALSE;FALSE
'NotSuccession(IV Antibiotics, ER Registration)';'NotSuccession';'[IV Antibiotics]';'[ER Registration]';0.998;0.123;0.123;0.782;1.000;0.782;FALSE;FALSE;FALSE;FALSE
'NotSuccession(IV Antibiotics, ER Sepsis Triage)';'NotSuccession';'[IV Antibiotics]';'[ER Sepsis Triage]';1.000;0.123;0.123;0.785;0.999;0.784;FALSE;FALSE;FALSE;FALSE
'NotSuccession(IV Antibiotics, ER Triage)';'NotSuccession';'[IV Antibiotics]';'[ER Triage]';0.990;0.123;0.122;0.777;1.000;0.777;FALSE;FALSE;FALSE;FALSE
'RespondedExistence(IV Antibiotics, Leucocytes)';'RespondedExistence';'[IV Antibiotics]';'[Leucocytes]';1.000;0.054;0.054;1.000;0.784;0.784;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(IV Antibiotics, Release A)';'NotChainSuccession';'[IV Antibiotics]';'[Release A]';0.997;0.098;0.098;0.909;0.860;0.782;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(IV Antibiotics, Release B)';'NotChainSuccession';'[IV Antibiotics]';'[Release B]';0.998;0.058;0.058;0.986;0.794;0.783;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(IV Antibiotics, Release C)';'NotChainSuccession';'[IV Antibiotics]';'[Release C]';1.000;0.056;0.056;0.995;0.788;0.784;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(IV Antibiotics, Release D)';'NotChainSuccession';'[IV Antibiotics]';'[Release D]';1.000;0.056;0.056;0.996;0.787;0.784;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(IV Antibiotics, Release E)';'NotCoExistence';'[IV Antibiotics]';'[Release E]';0.993;0.054;0.054;0.993;0.787;0.781;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(IV Antibiotics, Return ER)';'NotChainSuccession';'[IV Antibiotics]';'[Return ER]';1.000;0.073;0.073;0.964;0.813;0.784;FALSE;FALSE;FALSE;FALSE
'AtMost1(IV Liquid)';'AtMost1';'';'[IV Liquid]';1.000;0.069;0.069;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(IV Liquid, Admission IC)';'NotChainSuccession';'[IV Liquid]';'[Admission IC]';0.993;0.057;0.057;0.973;0.734;0.714;FALSE;FALSE;FALSE;FALSE
'RespondedExistence(IV Liquid, CRP)';'RespondedExistence';'[IV Liquid]';'[CRP]';1.000;0.049;0.049;1.000;0.717;0.717;FALSE;FALSE;FALSE;FALSE
'RespondedExistence(IV Liquid, ER Registration)';'RespondedExistence';'[IV Liquid]';'[ER Registration]';1.000;0.049;0.049;1.000;0.717;0.717;FALSE;FALSE;FALSE;FALSE
'RespondedExistence(IV Liquid, ER Sepsis Triage)';'RespondedExistence';'[IV Liquid]';'[ER Sepsis Triage]';1.000;0.049;0.049;1.000;0.717;0.717;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(IV Liquid, ER Sepsis Triage)';'NotChainSuccession';'[IV Liquid]';'[ER Sepsis Triage]';0.992;0.118;0.118;0.711;0.999;0.710;FALSE;FALSE;FALSE;FALSE
'RespondedExistence(IV Liquid, ER Triage)';'RespondedExistence';'[IV Liquid]';'[ER Triage]';1.000;0.049;0.049;1.000;0.717;0.717;FALSE;FALSE;FALSE;FALSE
'RespondedExistence(IV Liquid, IV Antibiotics)';'RespondedExistence';'[IV Liquid]';'[IV Antibiotics]';1.000;0.049;0.049;1.000;0.717;0.717;FALSE;FALSE;FALSE;FALSE
'RespondedExistence(IV Liquid, Leucocytes)';'RespondedExistence';'[IV Liquid]';'[Leucocytes]';1.000;0.049;0.049;1.000;0.717;0.717;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(IV Liquid, Release A)';'NotChainSuccession';'[IV Liquid]';'[Release A]';0.997;0.094;0.093;0.849;0.843;0.715;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(IV Liquid, Release B)';'NotChainSuccession';'[IV Liquid]';'[Release B]';0.998;0.053;0.053;0.980;0.730;0.716;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(IV Liquid, Release C)';'NotChainSuccession';'[IV Liquid]';'[Release C]';1.000;0.051;0.051;0.993;0.722;0.717;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(IV Liquid, Release D)';'NotChainSuccession';'[IV Liquid]';'[Release D]';1.000;0.051;0.051;0.993;0.722;0.717;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(IV Liquid, Release E)';'NotCoExistence';'[IV Liquid]';'[Release E]';0.992;0.050;0.049;0.992;0.720;0.714;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(IV Liquid, Return ER)';'NotChainSuccession';'[IV Liquid]';'[Return ER]';1.000;0.069;0.069;0.937;0.766;0.717;FALSE;FALSE;FALSE;FALSE
'Precedence(ER Registration, LacticAcid)';'Precedence';'[LacticAcid]';'[ER Registration]';0.998;0.096;0.096;0.997;0.819;0.816;FALSE;FALSE;FALSE;FALSE
'NotChainResponse(LacticAcid, Admission IC)';'NotChainResponse';'[LacticAcid]';'[Admission IC]';0.993;0.096;0.096;0.988;0.819;0.810;FALSE;FALSE;FALSE;FALSE
'RespondedExistence(LacticAcid, CRP)';'RespondedExistence';'[LacticAcid]';'[CRP]';1.000;0.096;0.096;1.000;0.819;0.819;FALSE;FALSE;FALSE;FALSE
'NotSuccession(LacticAcid, ER Registration)';'NotSuccession';'[LacticAcid]';'[ER Registration]';0.998;0.165;0.165;0.817;1.000;0.817;FALSE;FALSE;FALSE;FALSE
'RespondedExistence(LacticAcid, ER Sepsis Triage)';'RespondedExistence';'[LacticAcid]';'[ER Sepsis Triage]';0.995;0.096;0.096;0.999;0.819;0.818;FALSE;FALSE;FALSE;FALSE
'RespondedExistence(LacticAcid, ER Triage)';'RespondedExistence';'[LacticAcid]';'[ER Triage]';1.000;0.096;0.096;1.000;0.819;0.819;FALSE;FALSE;FALSE;FALSE
'NotChainResponse(LacticAcid, ER Triage)';'NotChainResponse';'[LacticAcid]';'[ER Triage]';0.990;0.096;0.095;0.984;0.819;0.806;FALSE;FALSE;FALSE;FALSE
'RespondedExistence(LacticAcid, Leucocytes)';'RespondedExistence';'[LacticAcid]';'[Leucocytes]';1.000;0.096;0.096;1.000;0.819;0.819;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(LacticAcid, Release A)';'NotChainSuccession';'[LacticAcid]';'[Release A]';0.997;0.140;0.140;0.928;0.883;0.819;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(LacticAcid, Release B)';'NotChainSuccession';'[LacticAcid]';'[Release B]';0.995;0.100;0.100;0.993;0.825;0.819;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(LacticAcid, Release C)';'NotChainSuccession';'[LacticAcid]';'[Release C]';1.000;0.098;0.098;0.998;0.821;0.819;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(LacticAcid, Release D)';'NotChainSuccession';'[LacticAcid]';'[Release D]';1.000;0.098;0.098;0.998;0.821;0.819;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(LacticAcid, Release E)';'NotChainSuccession';'[LacticAcid]';'[Release E]';0.999;0.097;0.097;0.998;0.821;0.819;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(LacticAcid, Return ER)';'NotChainSuccession';'[LacticAcid]';'[Return ER]';1.000;0.116;0.116;0.978;0.837;0.819;FALSE;FALSE;FALSE;FALSE
'Precedence(ER Registration, Leucocytes)';'Precedence';'[Leucocytes]';'[ER Registration]';0.991;0.222;0.220;0.972;0.964;0.937;FALSE;FALSE;FALSE;FALSE
'NotChainResponse(Leucocytes, Admission IC)';'NotChainResponse';'[Leucocytes]';'[Admission IC]';0.995;0.222;0.221;0.983;0.964;0.948;FALSE;FALSE;FALSE;FALSE
'CoExistence(Leucocytes, CRP)';'CoExistence';'[Leucocytes]';'[CRP]';0.999;0.437;0.436;0.993;0.965;0.958;FALSE;FALSE;FALSE;FALSE
'CoExistence(Leucocytes, ER Registration)';'CoExistence';'[Leucocytes]';'[ER Registration]';0.991;0.291;0.289;0.964;1.000;0.964;FALSE;FALSE;FALSE;FALSE
'NotResponse(Leucocytes, ER Registration)';'NotResponse';'[Leucocytes]';'[ER Registration]';0.991;0.222;0.220;0.972;0.964;0.937;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(Leucocytes, ER Registration)';'NotChainSuccession';'[Leucocytes]';'[ER Registration]';0.994;0.291;0.290;0.963;1.000;0.963;FALSE;FALSE;FALSE;FALSE
