'Constraint';'Template';'Activation';'Target';'Confidence';'Coverage';'Support';'Trace confidence';'Trace coverage';'Trace support';'Marked for exclusion';'Below thresholds';'Redudant';'Conflicting'
'NotChainSuccession(CHANGE DIAGN, REJECT)';'NotChainSuccession';'[CHANGE DIAGN]';'[REJECT]';1.000;0.105;0.105;0.984;0.430;0.423;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(CHANGE DIAGN, RELEASE)';'NotChainSuccession';'[CHANGE DIAGN]';'[RELEASE]';1.000;0.258;0.258;0.614;0.689;0.423;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(CHANGE DIAGN, REOPEN)';'NotChainSuccession';'[CHANGE DIAGN]';'[REOPEN]';1.000;0.111;0.111;0.967;0.438;0.423;FALSE;FALSE;FALSE;FALSE
'NotRespondedExistence(CHANGE DIAGN, SET STATUS)';'NotRespondedExistence';'[CHANGE DIAGN]';'[SET STATUS]';0.994;0.101;0.100;0.994;0.423;0.420;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(CHANGE DIAGN, SET STATUS)';'NotChainSuccession';'[CHANGE DIAGN]';'[SET STATUS]';0.999;0.102;0.102;0.991;0.427;0.423;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(CHANGE DIAGN, STORNO)';'NotChainSuccession';'[CHANGE DIAGN]';'[STORNO]';1.000;0.107;0.107;0.978;0.433;0.423;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(CHANGE DIAGN, ZDBC_BEHAN)';'NotCoExistence';'[CHANGE DIAGN]';'[ZDBC_BEHAN]';1.000;0.101;0.101;1.000;0.423;0.423;FALSE;FALSE;FALSE;FALSE
'Precedence(NEW, CHANGE DIAGN)';'Precedence';'[CHANGE DIAGN]';'[NEW]';1.000;0.101;0.101;1.000;0.423;0.423;FALSE;FALSE;FALSE;FALSE
'Absence(CHANGE END)';'Absence';'';'[CHANGE END]';1.000;0.222;0.221;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'AtMost1(CHANGE END)';'AtMost1';'';'[CHANGE END]';1.000;0.222;0.222;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(CHANGE END, BILLED)';'NotCoExistence';'[CHANGE END]';'[BILLED]';0.999;0.150;0.149;0.000;0.649;0.000;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(CHANGE END, CHANGE DIAGN)';'NotCoExistence';'[CHANGE END]';'[CHANGE DIAGN]';0.999;0.101;0.101;0.000;0.423;0.000;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(CHANGE END, CODE NOK)';'NotCoExistence';'[CHANGE END]';'[CODE NOK]';0.996;0.008;0.008;0.010;0.031;0.000;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(CHANGE END, CODE OK)';'NotCoExistence';'[CHANGE END]';'[CODE OK]';0.999;0.151;0.151;0.000;0.638;0.000;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(CHANGE END, DELETE)';'NotCoExistence';'[CHANGE END]';'[DELETE]';0.997;0.018;0.018;0.003;0.082;0.000;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(CHANGE END, FIN)';'NotCoExistence';'[CHANGE END]';'[FIN]';0.999;0.166;0.165;0.000;0.710;0.000;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(CHANGE END, NEW)';'NotCoExistence';'[CHANGE END]';'[NEW]';0.999;0.224;0.224;0.000;1.000;0.000;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(CHANGE END, RELEASE)';'NotCoExistence';'[CHANGE END]';'[RELEASE]';0.999;0.157;0.157;0.000;0.671;0.000;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(CHANGE END, REOPEN)';'NotCoExistence';'[CHANGE END]';'[REOPEN]';0.996;0.010;0.010;0.007;0.041;0.000;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(CHANGE END, STORNO)';'NotCoExistence';'[CHANGE END]';'[STORNO]';0.996;0.007;0.007;0.010;0.026;0.000;FALSE;FALSE;FALSE;FALSE
'Absence(CODE ERROR)';'Absence';'';'[CODE ERROR]';0.999;0.222;0.221;0.999;1.000;0.999;FALSE;FALSE;FALSE;FALSE
'AtMost1(CODE ERROR)';'AtMost1';'';'[CODE ERROR]';1.000;0.222;0.222;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(CODE ERROR, BILLED)';'NotCoExistence';'[CODE ERROR]';'[BILLED]';0.998;0.150;0.149;0.000;0.649;0.000;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(CODE ERROR, CHANGE DIAGN)';'NotCoExistence';'[CODE ERROR]';'[CHANGE DIAGN]';0.997;0.101;0.101;0.000;0.423;0.000;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(CODE ERROR, CODE NOK)';'NotChainSuccession';'[CODE ERROR]';'[CODE NOK]';1.000;0.008;0.008;0.022;0.031;0.001;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(CODE ERROR, CODE OK)';'NotCoExistence';'[CODE ERROR]';'[CODE OK]';0.998;0.151;0.151;0.000;0.638;0.000;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(CODE ERROR, DELETE)';'NotCoExistence';'[CODE ERROR]';'[DELETE]';1.000;0.018;0.018;0.008;0.083;0.001;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(CODE ERROR, FIN)';'NotCoExistence';'[CODE ERROR]';'[FIN]';0.997;0.166;0.165;0.000;0.710;0.000;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(CODE ERROR, NEW)';'NotCoExistence';'[CODE ERROR]';'[NEW]';0.999;0.225;0.224;0.000;1.000;0.000;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(CODE ERROR, RELEASE)';'NotCoExistence';'[CODE ERROR]';'[RELEASE]';0.997;0.157;0.157;0.000;0.671;0.000;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(CODE ERROR, STORNO)';'NotChainSuccession';'[CODE ERROR]';'[STORNO]';1.000;0.007;0.007;0.026;0.026;0.001;FALSE;FALSE;FALSE;FALSE
'AtMost1(CODE NOK)';'AtMost1';'';'[CODE NOK]';0.996;0.222;0.221;0.996;1.000;0.996;FALSE;FALSE;FALSE;FALSE
'NotSuccession(CODE NOK, CHANGE DIAGN)';'NotSuccession';'[CODE NOK]';'[CHANGE DIAGN]';0.997;0.109;0.108;0.068;0.447;0.030;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(CODE NOK, CHANGE END)';'NotCoExistence';'[CODE NOK]';'[CHANGE END]';0.996;0.008;0.008;0.989;0.031;0.031;FALSE;FALSE;FALSE;FALSE
'NotSuccession(CODE NOK, CODE ERROR)';'NotSuccession';'[CODE NOK]';'[CODE ERROR]';0.995;0.008;0.008;1.000;0.031;0.031;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(CODE NOK, FIN)';'NotChainSuccession';'[CODE NOK]';'[FIN]';1.000;0.174;0.174;0.043;0.710;0.031;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(CODE NOK, JOIN-PAT)';'NotCoExistence';'[CODE NOK]';'[JOIN-PAT]';0.991;0.009;0.009;0.970;0.031;0.030;FALSE;FALSE;FALSE;FALSE
'NotRespondedExistence(CODE NOK, MANUAL)';'NotRespondedExistence';'[CODE NOK]';'[MANUAL]';0.990;0.008;0.008;0.993;0.031;0.030;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(CODE NOK, MANUAL)';'NotChainSuccession';'[CODE NOK]';'[MANUAL]';0.996;0.009;0.009;0.931;0.033;0.031;FALSE;FALSE;FALSE;FALSE
'NotSuccession(CODE NOK, NEW)';'NotSuccession';'[CODE NOK]';'[NEW]';1.000;0.232;0.232;0.031;1.000;0.031;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(CODE NOK, REJECT)';'NotChainSuccession';'[CODE NOK]';'[REJECT]';1.000;0.012;0.012;0.639;0.048;0.031;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(CODE NOK, RELEASE)';'NotChainSuccession';'[CODE NOK]';'[RELEASE]';1.000;0.165;0.165;0.046;0.671;0.031;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(CODE NOK, STORNO)';'NotChainSuccession';'[CODE NOK]';'[STORNO]';1.000;0.015;0.015;0.559;0.055;0.031;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(CODE NOK, ZDBC_BEHAN)';'NotCoExistence';'[CODE NOK]';'[ZDBC_BEHAN]';1.000;0.008;0.008;1.000;0.031;0.031;FALSE;FALSE;FALSE;FALSE
'Precedence(FIN, CODE NOK)';'Precedence';'[CODE NOK]';'[FIN]';1.000;0.008;0.008;1.000;0.031;0.031;FALSE;FALSE;FALSE;FALSE
'Precedence(NEW, CODE NOK)';'Precedence';'[CODE NOK]';'[NEW]';1.000;0.008;0.008;1.000;0.031;0.031;FALSE;FALSE;FALSE;FALSE
'Precedence(RELEASE, CODE NOK)';'Precedence';'[CODE NOK]';'[RELEASE]';0.999;0.008;0.008;0.999;0.031;0.031;FALSE;FALSE;FALSE;FALSE
'AtMost2(CODE OK)';'AtMost2';'';'[CODE OK]';0.996;0.222;0.221;0.996;1.000;0.996;FALSE;FALSE;FALSE;FALSE
'NotChainPrecedence(CODE NOK, CODE OK)';'NotChainPrecedence';'[CODE OK]';'[CODE NOK]';0.993;0.151;0.150;0.993;0.638;0.634;FALSE;FALSE;FALSE;FALSE
'NotSuccession(CODE OK, CHANGE DIAGN)';'NotSuccession';'[CODE OK]';'[CHANGE DIAGN]';0.998;0.251;0.251;0.968;0.659;0.638;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(CODE OK, CHANGE END)';'NotCoExistence';'[CODE OK]';'[CHANGE END]';0.999;0.151;0.151;0.999;0.638;0.638;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(CODE OK, CODE ERROR)';'NotCoExistence';'[CODE OK]';'[CODE ERROR]';0.998;0.151;0.151;0.999;0.638;0.638;FALSE;FALSE;FALSE;FALSE
'NotSuccession(CODE OK, CODE NOK)';'NotSuccession';'[CODE OK]';'[CODE NOK]';1.000;0.159;0.159;0.964;0.662;0.638;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(CODE OK, DELETE)';'NotChainSuccession';'[CODE OK]';'[DELETE]';0.998;0.169;0.169;0.896;0.712;0.637;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(CODE OK, EMPTY)';'NotCoExistence';'[CODE OK]';'[EMPTY]';1.000;0.152;0.152;0.993;0.643;0.638;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(CODE OK, FIN)';'NotChainSuccession';'[CODE OK]';'[FIN]';1.000;0.316;0.316;0.899;0.710;0.638;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(CODE OK, JOIN-PAT)';'NotCoExistence';'[CODE OK]';'[JOIN-PAT]';0.996;0.151;0.151;0.999;0.639;0.638;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(CODE OK, MANUAL)';'NotCoExistence';'[CODE OK]';'[MANUAL]';0.991;0.151;0.150;0.996;0.639;0.637;FALSE;FALSE;FALSE;FALSE
'NotSuccession(CODE OK, NEW)';'NotSuccession';'[CODE OK]';'[NEW]';1.000;0.375;0.375;0.638;1.000;0.638;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(CODE OK, REJECT)';'NotChainSuccession';'[CODE OK]';'[REJECT]';1.000;0.155;0.155;0.999;0.639;0.638;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(CODE OK, RELEASE)';'NotChainSuccession';'[CODE OK]';'[RELEASE]';0.997;0.308;0.307;0.951;0.671;0.638;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(CODE OK, SET STATUS)';'NotCoExistence';'[CODE OK]';'[SET STATUS]';0.996;0.152;0.152;0.990;0.643;0.637;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(CODE OK, STORNO)';'NotChainSuccession';'[CODE OK]';'[STORNO]';0.999;0.157;0.157;0.998;0.639;0.638;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(CODE OK, ZDBC_BEHAN)';'NotCoExistence';'[CODE OK]';'[ZDBC_BEHAN]';1.000;0.151;0.151;1.000;0.638;0.638;FALSE;FALSE;FALSE;FALSE
'Precedence(FIN, CODE OK)';'Precedence';'[CODE OK]';'[FIN]';1.000;0.151;0.151;1.000;0.638;0.638;FALSE;FALSE;FALSE;FALSE
'Precedence(NEW, CODE OK)';'Precedence';'[CODE OK]';'[NEW]';1.000;0.151;0.151;1.000;0.638;0.638;FALSE;FALSE;FALSE;FALSE
'Precedence(RELEASE, CODE OK)';'Precedence';'[CODE OK]';'[RELEASE]';1.000;0.151;0.151;1.000;0.638;0.638;FALSE;FALSE;FALSE;FALSE
'AtMost1(DELETE)';'AtMost1';'';'[DELETE]';1.000;0.222;0.222;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(DELETE, BILLED)';'NotCoExistence';'[DELETE]';'[BILLED]';0.991;0.168;0.166;0.108;0.727;0.079;FALSE;FALSE;FALSE;FALSE
'NotSuccession(DELETE, CHANGE DIAGN)';'NotSuccession';'[DELETE]';'[CHANGE DIAGN]';1.000;0.119;0.119;0.170;0.484;0.082;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(DELETE, CHANGE END)';'NotCoExistence';'[DELETE]';'[CHANGE END]';0.997;0.018;0.018;0.996;0.082;0.082;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(DELETE, CODE ERROR)';'NotCoExistence';'[DELETE]';'[CODE ERROR]';1.000;0.018;0.018;0.992;0.083;0.082;FALSE;FALSE;FALSE;FALSE
'NotSuccession(DELETE, CODE NOK)';'NotSuccession';'[DELETE]';'[CODE NOK]';1.000;0.026;0.026;0.751;0.109;0.082;FALSE;FALSE;FALSE;FALSE
'NotSuccession(DELETE, CODE OK)';'NotSuccession';'[DELETE]';'[CODE OK]';1.000;0.169;0.169;0.116;0.712;0.082;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(DELETE, EMPTY)';'NotCoExistence';'[DELETE]';'[EMPTY]';0.999;0.019;0.019;0.948;0.087;0.082;FALSE;FALSE;FALSE;FALSE
'NotSuccession(DELETE, FIN)';'NotSuccession';'[DELETE]';'[FIN]';1.000;0.184;0.184;0.106;0.775;0.082;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(DELETE, JOIN-PAT)';'NotCoExistence';'[DELETE]';'[JOIN-PAT]';0.996;0.019;0.019;0.989;0.083;0.082;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(DELETE, MANUAL)';'NotCoExistence';'[DELETE]';'[MANUAL]';0.997;0.019;0.019;0.971;0.084;0.082;FALSE;FALSE;FALSE;FALSE
'NotSuccession(DELETE, NEW)';'NotSuccession';'[DELETE]';'[NEW]';1.000;0.243;0.243;0.082;1.000;0.082;FALSE;FALSE;FALSE;FALSE
'NotSuccession(DELETE, REJECT)';'NotSuccession';'[DELETE]';'[REJECT]';1.000;0.023;0.023;0.845;0.097;0.082;FALSE;FALSE;FALSE;FALSE
'NotSuccession(DELETE, RELEASE)';'NotSuccession';'[DELETE]';'[RELEASE]';1.000;0.175;0.175;0.111;0.739;0.082;FALSE;FALSE;FALSE;FALSE
'NotSuccession(DELETE, REOPEN)';'NotSuccession';'[DELETE]';'[REOPEN]';1.000;0.029;0.029;0.737;0.112;0.082;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(DELETE, SET STATUS)';'NotCoExistence';'[DELETE]';'[SET STATUS]';0.996;0.020;0.020;0.929;0.088;0.082;FALSE;FALSE;FALSE;FALSE
'NotSuccession(DELETE, STORNO)';'NotSuccession';'[DELETE]';'[STORNO]';1.000;0.025;0.025;0.788;0.104;0.082;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(DELETE, ZDBC_BEHAN)';'NotCoExistence';'[DELETE]';'[ZDBC_BEHAN]';1.000;0.018;0.018;1.000;0.082;0.082;FALSE;FALSE;FALSE;FALSE
'AlternatePrecedence(NEW, DELETE)';'AlternatePrecedence';'[DELETE]';'[NEW]';1.000;0.018;0.018;1.000;0.082;0.082;FALSE;FALSE;FALSE;FALSE
'Absence(EMPTY)';'Absence';'';'[EMPTY]';0.996;0.222;0.221;0.996;1.000;0.996;FALSE;FALSE;FALSE;FALSE
'AtMost1(EMPTY)';'AtMost1';'';'[EMPTY]';1.000;0.222;0.222;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(EMPTY, BILLED)';'NotCoExistence';'[EMPTY]';'[BILLED]';1.000;0.150;0.150;0.007;0.653;0.004;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(EMPTY, CHANGE DIAGN)';'NotCoExistence';'[EMPTY]';'[CHANGE DIAGN]';0.999;0.102;0.102;0.010;0.427;0.004;FALSE;FALSE;FALSE;FALSE
'NotSuccession(EMPTY, CODE NOK)';'NotSuccession';'[EMPTY]';'[CODE NOK]';1.000;0.009;0.009;0.146;0.031;0.004;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(EMPTY, CODE OK)';'NotCoExistence';'[EMPTY]';'[CODE OK]';1.000;0.152;0.152;0.007;0.643;0.004;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(EMPTY, DELETE)';'NotCoExistence';'[EMPTY]';'[DELETE]';0.999;0.019;0.019;0.051;0.087;0.004;FALSE;FALSE;FALSE;FALSE
'NotSuccession(EMPTY, FIN)';'NotSuccession';'[EMPTY]';'[FIN]';1.000;0.167;0.167;0.006;0.710;0.004;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(EMPTY, NEW)';'NotCoExistence';'[EMPTY]';'[NEW]';0.991;0.225;0.223;0.000;1.000;0.000;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(EMPTY, REJECT)';'NotCoExistence';'[EMPTY]';'[REJECT]';0.997;0.005;0.005;0.196;0.023;0.004;FALSE;FALSE;FALSE;FALSE
'NotSuccession(EMPTY, RELEASE)';'NotSuccession';'[EMPTY]';'[RELEASE]';1.000;0.158;0.158;0.007;0.671;0.004;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(EMPTY, REOPEN)';'NotCoExistence';'[EMPTY]';'[REOPEN]';0.996;0.011;0.011;0.097;0.045;0.004;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(EMPTY, STORNO)';'NotCoExistence';'[EMPTY]';'[STORNO]';0.998;0.008;0.008;0.149;0.030;0.004;FALSE;FALSE;FALSE;FALSE
'AtMost2(FIN)';'AtMost2';'';'[FIN]';0.996;0.222;0.221;0.996;1.000;0.996;FALSE;FALSE;FALSE;FALSE
'NotPrecedence(CODE NOK, FIN)';'NotPrecedence';'[FIN]';'[CODE NOK]';0.994;0.166;0.165;0.995;0.710;0.706;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(FIN, BILLED)';'NotChainSuccession';'[FIN]';'[BILLED]';1.000;0.315;0.315;1.000;0.710;0.710;FALSE;FALSE;FALSE;FALSE
'NotSuccession(FIN, CHANGE DIAGN)';'NotSuccession';'[FIN]';'[CHANGE DIAGN]';0.996;0.266;0.265;0.977;0.727;0.710;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(FIN, CHANGE END)';'NotCoExistence';'[FIN]';'[CHANGE END]';0.999;0.166;0.165;1.000;0.710;0.710;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(FIN, CODE ERROR)';'NotCoExistence';'[FIN]';'[CODE ERROR]';0.997;0.166;0.165;0.999;0.710;0.709;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(FIN, CODE NOK)';'NotChainSuccession';'[FIN]';'[CODE NOK]';1.000;0.174;0.174;1.000;0.710;0.710;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(FIN, CODE OK)';'NotChainSuccession';'[FIN]';'[CODE OK]';1.000;0.316;0.316;1.000;0.710;0.710;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(FIN, DELETE)';'NotChainSuccession';'[FIN]';'[DELETE]';0.995;0.184;0.183;0.913;0.775;0.708;FALSE;FALSE;FALSE;FALSE
'NotRespondedExistence(FIN, EMPTY)';'NotRespondedExistence';'[FIN]';'[EMPTY]';0.994;0.166;0.165;0.994;0.710;0.706;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(FIN, EMPTY)';'NotChainSuccession';'[FIN]';'[EMPTY]';1.000;0.167;0.167;1.000;0.710;0.710;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(FIN, JOIN-PAT)';'NotCoExistence';'[FIN]';'[JOIN-PAT]';0.995;0.166;0.166;0.999;0.710;0.709;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(FIN, MANUAL)';'NotCoExistence';'[FIN]';'[MANUAL]';0.991;0.166;0.165;0.997;0.710;0.708;FALSE;FALSE;FALSE;FALSE
'NotSuccession(FIN, NEW)';'NotSuccession';'[FIN]';'[NEW]';1.000;0.390;0.390;0.710;1.000;0.710;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(FIN, REJECT)';'NotChainSuccession';'[FIN]';'[REJECT]';1.000;0.170;0.170;1.000;0.710;0.710;FALSE;FALSE;FALSE;FALSE
'NotChainResponse(FIN, REOPEN)';'NotChainResponse';'[FIN]';'[REOPEN]';0.994;0.166;0.165;0.995;0.710;0.706;FALSE;FALSE;FALSE;FALSE
'NotRespondedExistence(FIN, SET STATUS)';'NotRespondedExistence';'[FIN]';'[SET STATUS]';0.991;0.166;0.164;0.991;0.710;0.704;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(FIN, SET STATUS)';'NotChainSuccession';'[FIN]';'[SET STATUS]';0.999;0.167;0.167;0.999;0.710;0.710;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(FIN, STORNO)';'NotChainSuccession';'[FIN]';'[STORNO]';1.000;0.172;0.172;1.000;0.710;0.710;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(FIN, ZDBC_BEHAN)';'NotCoExistence';'[FIN]';'[ZDBC_BEHAN]';1.000;0.166;0.166;1.000;0.710;0.710;FALSE;FALSE;FALSE;FALSE
